Species CountA CountC CountG CountT CountA_Syn CountC_Syn CountG_Syn CountT_Syn
Dryomys_nitedula.CytB 3123 2928 1457 3142 1033 437 76 240
Duttaphrynus_melanostictus.ND2 1339 1280 501 1274 321 249 57 172
Duttaphrynus_melanostictus.ND3 309 526 222 437 102 122 37 40
Echinops_telfairi.ND2 1358 983 406 1417 276 181 24 170
Echinotriton_andersoni.CytB 14237 12729 6182 12452 4145 1925 489 857
Echinotriton_andersoni.ND1 1312 964 499 1089 471 102 52 75
Echinotriton_andersoni.ND2 1542 1143 430 1049 451 162 28 101
Ectopistes_migratorius.COX1 7218 8855 4602 7334 1873 2053 302 932
Ectopistes_migratorius.COX3 2139 2590 1190 1909 631 488 60 211
Ectopistes_migratorius.CytB 5948 7363 2632 5702 1717 1439 106 762
Eidolon_dupreanum.CytB 9086 10392 4882 8670 2388 2118 607 511
Eidolon_helvum.CytB 15476 17671 7756 13671 4580 3658 616 756
Eigenmannia_virescens.CytB 1531 2111 884 1648 457 492 77 112
Elaenia_flavogaster.ATP6 991 1145 321 948 299 240 19 130
Elaphe_quadrivirgata.CytB 15401 12629 4883 12840 4538 1635 277 910
Elassoma_evergladei.CytB 1195 1310 668 1372 300 258 58 156
Elassoma_zonatum.CytB 52208 55842 29599 62463 11892 10022 2834 7922
Elephas_maximus.CytB 4333 4139 1740 3918 1363 634 88 363
Eleutheronema_tetradactylum.ATP6 4217 5743 2427 5007 1066 1381 286 724
Eleutheronema_tetradactylum.ATP8 199 195 78 188 28 46 7 17
Eleutheronema_tetradactylum.CytB 4852 6307 2834 5387 1294 1425 148 630
Elgaria_multicarinata.CytB 3075 3240 1357 2888 924 599 85 249
Elopichthys_bambusa.CytB 14516 11790 6153 15134 4336 1696 348 1412
Empidonax_difficilis.ND2 5118 5737 1843 5062 1135 1199 125 922
Empidonax_traillii.CytB 28792 32980 12658 27899 8808 5591 549 3863
Emys_orbicularis.CytB 3235 3159 1197 2641 979 531 49 210
Engraulis_encrasicolus.CytB 3820 4360 2715 4813 1014 650 324 821
Enhydris_plumbea.CytB 2044 1860 653 1743 545 311 37 111
Enicurus_leschenaulti.ND2 2490 2554 861 1869 663 436 92 239
Eopsaltria_australis.ATP8 163 159 32 135 42 22 1 14
Eopsaltria_australis.COX1 9456 9489 5373 8190 3237 1718 403 703
Eopsaltria_australis.COX3 2934 3475 1785 2768 953 623 79 364
Eopsaltria_australis.CytB 8180 9705 3521 7066 2669 1893 157 638
Eopsaltria_australis.ND1 5048 5771 2648 5001 1457 1040 396 489
Eopsaltria_australis.ND2 18530 20072 6518 14815 5630 4509 476 1150
Eopsaltria_australis.ND3 569 724 285 510 192 163 21 38
Eopsaltria_australis.ND4 11652 12672 4147 8707 3410 2555 285 881
Eopsaltria_australis.ND4L 799 1196 464 774 278 266 27 70
Eopsaltria_georgiana.ND2 2297 2296 797 1757 703 408 79 224
Eopsaltria_griseogularis.COX1 1789 1822 1024 1557 615 342 67 132
Eopsaltria_griseogularis.CytB 1638 1952 728 1382 545 380 37 112
Eopsaltria_griseogularis.ND1 1087 1244 547 1022 349 230 67 88
Eopsaltria_griseogularis.ND2 4040 4625 1512 3137 1146 1089 192 250
Eopsaltria_griseogularis.ND4 1721 1873 621 1293 513 392 30 113
Eospalax_baileyi.COX1 20868 15541 10815 23708 6130 2018 246 3974
Eospalax_baileyi.COX2 6665 4549 2412 5442 1772 498 53 676
Eospalax_baileyi.CytB 48541 41556 19129 47680 14081 6069 423 4362
Eospalax_cansus.CytB 18379 14645 7251 18849 5258 1775 143 2039
Eothenomys_chinensis.COX1 2619 2425 1530 2658 782 444 108 316
Eothenomys_chinensis.CytB 3467 3423 1449 3059 1065 584 27 219
Eothenomys_custos.COX1 5549 5145 3344 5891 1612 864 274 819
Eothenomys_custos.CytB 4367 4312 2010 4090 1257 765 134 303
Eothenomys_eva.COX1 2643 2420 1507 2661 815 402 103 335
Eothenomys_eva.CytB 2367 2314 1002 2107 733 379 34 127
Eothenomys_melanogaster.COX1 4740 4616 2828 4745 1407 853 212 568
Eothenomys_melanogaster.CytB 4520 4308 1945 4031 1386 676 115 297
Eothenomys_miletus.COX1 4256 4185 2646 4303 1256 798 224 472
Eothenomys_miletus.CytB 4564 4802 2074 4130 1339 860 142 244
Eozapus_setchuanus.CytB 4462 4734 2262 5294 1189 864 85 734
Epigonichthys_maldivensis.ATP6 763 658 737 1247 134 83 153 227
Epigonichthys_maldivensis.COX1 1810 1434 1620 2861 348 129 279 477
Epigonichthys_maldivensis.COX2 912 603 775 1160 149 61 116 183
Epigonichthys_maldivensis.COX3 852 742 989 1347 209 101 183 143
Epigonichthys_maldivensis.CytB 1307 1121 1158 2114 229 106 211 329
Epigonichthys_maldivensis.ND4L 315 215 290 545 40 36 50 74
Epinephelus_akaara.ATP6 936 987 434 1048 287 175 43 158
Epinephelus_akaara.COX1 2246 2441 1734 2831 619 416 178 511
Epinephelus_akaara.COX2 1022 953 537 938 213 171 22 136
Epinephelus_akaara.COX3 816 937 509 870 226 186 23 115
Epinephelus_akaara.CytB 1940 2366 1225 2449 491 469 100 384
Epinephelus_akaara.ND1 726 936 438 816 197 225 42 120
Epinephelus_akaara.ND2 842 929 364 745 220 198 41 138
Epinephelus_akaara.ND3 299 422 206 465 80 98 16 77
Epinephelus_akaara.ND4 2235 2537 1179 2329 572 550 83 385
Epinephelus_awoara.CytB 1372 1728 896 1704 355 373 83 234
Epinephelus_coioides.CytB 3165 4020 1819 3536 813 936 79 392
Epinephelus_coioides.ND1 1014 1189 506 1011 271 285 25 131
Epinephelus_coioides.ND4 1499 1780 753 1488 381 423 40 208
Epinephelus_fuscoguttatus.ATP6 766 823 338 797 241 152 23 115
Epinephelus_fuscoguttatus.COX1 9265 9596 6477 11814 2362 1613 437 2307
Epinephelus_fuscoguttatus.CytB 7774 9529 4138 8199 2153 2130 155 884
Epinephelus_fuscoguttatus.ND1 1017 1198 498 1007 304 272 16 144
Epinephelus_lanceolatus.ATP6 1707 1863 752 1780 520 344 66 248
Epinephelus_lanceolatus.ATP8 369 446 158 347 62 101 16 53
Epinephelus_lanceolatus.COX1 7972 8675 5773 9962 2149 1597 380 1787
Epinephelus_lanceolatus.COX2 1658 1504 854 1504 369 260 37 215
Epinephelus_lanceolatus.COX3 2021 2299 1265 2245 536 447 68 299
Epinephelus_lanceolatus.CytB 4961 6146 2678 5595 1270 1440 108 671
Epinephelus_lanceolatus.ND1 1003 1135 477 973 288 258 20 130
Epinephelus_lanceolatus.ND2 2470 2836 916 1986 706 662 69 275
Epinephelus_lanceolatus.ND3 618 881 396 889 167 223 23 129
Epinephelus_lanceolatus.ND4 3839 4338 1854 3766 1007 945 114 562
Epinephelus_lanceolatus.ND4L 609 946 392 699 206 227 26 93
Epinephelus_marginatus.CytB 3345 4248 2097 3990 822 977 157 525
Epinephelus_moara.ATP6 757 848 343 776 224 156 56 103
Epinephelus_moara.COX1 1952 2159 1349 2280 523 402 93 382
Epinephelus_moara.CytB 1135 1403 677 1345 288 318 52 171
Epinephelus_moara.ND1 760 972 410 774 225 219 20 117
Epinephelus_moara.ND4 1491 1785 777 1467 381 400 60 220
Episoriculus_caudatus.ATP6 1355 1066 468 1332 360 107 39 212
Episoriculus_caudatus.ND2 2681 1806 550 1956 709 221 13 193
Episoriculus_fumidus.CytB 1712 1561 741 1671 540 224 23 168
Episoriculus_leucops.CytB 1307 1298 587 1344 384 232 21 130
Episoriculus_macrurus.ATP6 1116 1003 397 1102 276 163 15 166
Episoriculus_macrurus.CytB 3004 2709 1341 3179 890 409 57 354
Episoriculus_macrurus.ND2 2037 1390 454 1645 449 207 20 176
Epomophorus_gambianus.CytB 7727 8468 3633 7459 2174 1707 200 567
Epomops_buettikoferi.CytB 10141 11593 4966 9588 2831 2364 401 642
Epomops_franqueti.CytB 29947 33537 14373 28734 8528 6974 854 1749
Eptesicus_serotinus.ND1 834 680 353 833 237 101 33 103
Equus_asinus.ATP6 1708 1614 595 1482 495 269 48 154
Equus_asinus.ATP8 376 252 94 282 77 20 16 44
Equus_asinus.COX1 2148 2111 1242 2209 611 363 79 329
Equus_asinus.COX2 876 768 384 696 194 120 38 84
Equus_asinus.CytB 19395 22268 8632 17925 5668 4210 539 1479
Equus_asinus.ND1 2073 2031 757 1816 657 382 35 115
Equus_asinus.ND2 2069 1745 541 1423 479 338 47 112
Equus_asinus.ND3 442 408 213 377 107 44 37 46
Equus_asinus.ND4 3934 3878 1374 3207 1014 687 117 358
Equus_asinus.ND4L 511 508 233 512 175 114 17 30
Equus_caballus.ATP6 23386 24141 8910 20152 6624 3987 1076 2254
Equus_caballus.ATP8 2315 1612 563 1536 511 151 119 151
Equus_caballus.COX1 38254 37527 22451 39001 11091 6536 1808 5381
Equus_caballus.COX2 4561 3988 1992 3517 1102 666 149 372
Equus_caballus.COX3 12371 13615 6663 11980 3579 2693 301 1007
Equus_caballus.CytB 44835 51775 21162 42545 12834 10016 1697 3234
Equus_caballus.ND1 19564 19727 7376 15909 6591 3357 319 1202
Equus_caballus.ND2 31872 26018 7800 22538 7458 5174 672 1843
Equus_caballus.ND3 2024 1823 814 1675 531 282 63 180
Equus_caballus.ND4 44257 42628 15330 35669 12062 7605 1218 3639
Equus_caballus.ND4L 2441 2442 1009 2297 886 508 15 181
Equus_hemionus.CytB 1609 1860 725 1491 458 369 41 104
Equus_hemionus.ND3 273 253 118 220 71 32 15 24
Equus_kiang.CytB 1607 1854 723 1501 456 357 41 114
Equus_przewalskii.ATP6 1250 1270 478 1052 346 208 57 116
Equus_przewalskii.COX1 2151 2111 1259 2189 626 371 99 299
Equus_przewalskii.COX3 868 957 468 839 252 190 20 70
Equus_przewalskii.CytB 1907 2196 889 1812 549 427 69 137
Equus_zebra.COX1 1703 1697 997 1771 483 296 60 268
Equus_zebra.CytB 1278 1492 582 1195 363 301 37 83
Equus_zebra.ND1 1180 1175 440 1021 389 225 31 63
Eremias_argus.CytB 13429 16586 7501 16703 3158 3718 518 2177
Eremias_brenchleyi.CytB 6326 8382 3625 7392 1647 1808 266 991
Eremias_persica.CytB 21167 26049 10767 23560 5073 5548 671 3016
Eremias_velox.CytB 31082 37573 15621 34284 8442 8122 1253 3850
Eremophila_alpestris.ND2 44841 54070 16392 33647 12039 12816 1508 3678
Eretmochelys_imbricata.ATP6 951 822 222 729 301 121 12 81
Eretmochelys_imbricata.COX1 2361 1960 1172 2232 736 301 32 278
Eretmochelys_imbricata.COX2 1219 885 424 892 314 86 10 100
Eretmochelys_imbricata.CytB 1483 1398 508 1182 496 216 5 98
Eretmochelys_imbricata.ND1 1264 1147 420 1045 412 197 17 76
Eretmochelys_imbricata.ND2 1875 1466 394 1155 526 225 4 115
Eretmochelys_imbricata.ND3 469 401 140 382 151 64 34 NA
Eretmochelys_imbricata.ND4 2353 1939 649 1704 656 331 15 158
Erinaceus_europaeus.CytB 1653 1285 684 2060 369 166 32 281
Erpetoichthys_calabaricus.ATP6 769 654 278 867 197 101 21 116
Erpetoichthys_calabaricus.COX1 1769 1379 1051 2017 511 183 86 301
Erpetoichthys_calabaricus.COX2 857 611 383 777 189 72 33 113
Erpetoichthys_calabaricus.COX3 859 765 522 986 245 104 24 166
Erpetoichthys_calabaricus.CytB 2091 1530 936 2283 563 196 75 221
Erpetoichthys_calabaricus.ND1 1084 955 512 1277 268 143 44 220
Erpetoichthys_calabaricus.ND2 1170 961 451 1222 254 147 25 212
Erpetoichthys_calabaricus.ND4 1746 1355 662 1769 410 227 32 238
Eschrichtius_robustus.CytB 3748 3994 1643 3122 1158 804 73 143
Eschrichtius_robustus.ND2 3236 2766 741 2194 792 596 28 141
Esox_lucius.COX1 1511 1612 1065 2004 323 331 61 381
Esox_lucius.CytB 12892 14872 7039 15282 2981 3338 381 1574
Esox_lucius.ND4 1450 1576 873 1621 343 343 76 238
Esox_reichertii.CytB 3157 3470 1716 3900 701 747 121 441
Etheostoma_bison.CytB 1811 2818 1692 2727 339 664 290 409
Etheostoma_caeruleum.CytB 7193 10028 5824 11365 1498 2361 502 1957
Etheostoma_crossopterum.CytB 3464 4826 2692 4849 735 1198 332 670
Etheostoma_fragi.CytB 2679 3627 2262 3906 559 769 344 594
Etheostoma_kantuckeense.CytB 2977 4658 2721 4347 617 1116 429 622
Etheostoma_lawrencei.CytB 4323 6803 4028 6335 863 1615 664 902
Etheostoma_nigripinne.CytB 14899 19799 11149 20876 3344 4608 1105 3246
Etheostoma_olmstedi.CytB 3328 4337 2401 4402 824 1027 282 549
Etheostoma_spectabile.CytB 10588 15497 9268 15542 2252 3665 1484 2213
Etheostoma_tetrazonum.CytB 6399 8468 4927 8556 1458 1879 711 1167
Etheostoma_uniporum.CytB 2382 3291 1928 3709 472 762 177 659
Etroplus_maculatus.CytB 1235 1646 751 1483 306 391 27 188
Euchiloglanis_kishinouyei.CytB 43802 41969 18300 39191 14160 7012 1046 2824
Euchoreutes_naso.CytB 4186 4593 2190 4529 1106 896 146 498
Eudorcas_rufifrons.CytB 1724 1586 743 1481 577 247 49 90
Eudyptes_chrysocome.CytB 1808 2655 868 1491 510 664 56 71
Eulemur_fulvus_fulvus.ND3 395 410 174 401 114 83 6 68
Eulemur_fulvus_fulvus.ND4 3448 2713 1165 3114 856 449 63 314
Eulemur_fulvus_fulvus.ND4L 395 419 165 491 99 93 5 52
Eulemur_mongoz.ND3 327 304 159 349 87 64 49 NA
Eulemur_mongoz.ND4 3845 3015 1331 3554 856 546 111 344
Eulemur_mongoz.ND4L 309 328 139 400 81 69 12 47
Eulemur_rubriventer.ATP8 371 273 89 284 64 35 20 25
Eulemur_rubriventer.COX1 3020 2548 1783 3422 823 430 103 494
Eulemur_rubriventer.COX2 1232 1005 598 1251 250 149 45 216
Eulemur_rubriventer.COX3 1658 1727 925 1961 412 352 28 286
Eulemur_rubriventer.CytB 3596 3709 1684 3517 956 671 139 323
Eulemur_rubriventer.ND1 2024 1930 797 1927 604 373 55 228
Eulemur_rubriventer.ND2 2331 1685 552 1773 491 348 16 167
Eulemur_rubriventer.ND3 854 914 433 904 254 193 16 140
Eulemur_rubriventer.ND4 3645 2838 1144 3389 864 504 59 352
Eulemur_rubriventer.ND4L 320 266 128 462 77 54 3 66
Eulemur_rufus.CytB 3317 3292 1474 3287 890 589 101 316
Eumetopias_jubatus.CytB 11147 11021 4758 9458 3419 1917 389 544
Eumetopias_jubatus.ND1 3649 3534 1369 2896 1205 649 82 202
Eumetopias_jubatus.ND2 1943 1451 477 1334 550 205 59 94
Eumetopias_jubatus.ND4 1839 1583 606 1480 488 268 71 120
Eumyias_panayensis.ND2 6422 7027 2264 4567 1870 1501 166 414
Eunectes_notaeus.CytB 1435 1210 481 1182 469 169 11 91
Eupsophus_calcaratus.ND1 1212 1297 649 1551 306 270 60 240
Eurycea_bislineata.ND2 8230 5451 2247 7532 2117 799 71 814
Eurycea_chamberlaini.ND2 6500 4633 1859 5314 1760 687 105 536
Eurycea_multiplicata.CytB 4670 4374 2377 5460 1280 787 195 593
Eurycea_quadridigitata.ND2 24553 16896 7002 21047 6058 2847 395 2043
Eurycea_tynerensis.CytB 15237 14562 7604 17280 4141 2597 645 1943
Eurycea_wilderae.ND2 32071 22199 9407 29143 7524 3894 404 3323
Eurystomus_orientalis.ND2 1052 1118 343 763 349 284 42 135
Euthynnus_affinis.CytB 1148 1498 689 1225 349 287 48 175
Eutropis_multicarinata.ND2 21661 21312 8274 13337 6597 4279 1009 778
Eutropis_multifasciata.ND2 5036 4168 1727 3163 1436 736 160 217
Exocoetus_monocirrhus.CytB 33966 37932 21008 41014 8886 6791 2065 6058
Exocoetus_volitans.CytB 72333 73856 41093 83198 19679 12265 3129 11511
Falco_cherrug.CytB 2385 2726 966 1890 744 544 74 120
Falco_naumanni.CytB 1581 1841 694 1259 481 378 66 52
Falco_peregrinus.ATP6 612 750 189 492 171 174 9 54
Falco_peregrinus.COX2 4166 3976 2048 3122 1102 703 167 264
Falco_peregrinus.CytB 5358 5992 2307 4389 1717 1203 152 242
Falco_peregrinus.ND1 1854 2325 852 1773 544 561 27 191
Falco_peregrinus.ND2 1176 1186 360 877 291 253 33 94
Falco_sparverius.CytB 1327 1560 572 1101 395 332 33 65
Falco_sparverius.ND1 1059 1331 505 993 338 304 26 100
Falco_sparverius.ND2 1261 1275 383 897 334 263 30 97
Falco_tinnunculus.CytB 3394 3922 1370 2636 1073 842 43 95
Felis_catus.CytB 3338 3493 1506 3033 1032 655 82 223
Felis_silvestris.CytB 1666 1741 753 1525 516 324 39 112
Ficedula_hyperythra.CytB 1255 1604 629 1072 418 328 50 78
Ficedula_hyperythra.ND2 7547 9301 3149 5716 1943 2062 461 655
Ficedula_hyperythra.ND3 2614 3121 1290 2369 850 717 62 116
Ficedula_hypoleuca.ND2 1738 2206 777 1381 487 486 95 168
Ficedula_parva.ND2 2156 2652 876 1581 629 635 83 132
Ficedula_zanthopygia.ND3 769 912 367 712 255 177 24 87
Florisuga_mellivora.ND2 1823 2003 630 1340 484 409 69 144
Forcipiger_flavissimus.ATP6 3107 3926 1896 3922 827 814 356 607
Forpus_modestus.CytB 2893 3655 1271 2414 896 771 101 161
Forpus_passerinus.CytB 2972 3625 1203 2429 949 729 52 178
Forpus_passerinus.ND2 3691 3734 861 2236 1006 810 25 101
Forpus_xanthopterygius.CytB 2630 3233 1061 2170 811 664 42 165
Foudia_aldabrana.ATP6 1658 1929 559 1297 635 326 72 143
Foudia_madagascariensis.ATP6 1852 2187 642 1448 700 384 85 145
Fringilla_coelebs.ND2 9957 11815 3505 8085 2468 2618 298 1113
Fringilla_montifringilla.CytB 1604 1979 741 1376 522 415 21 121
Fringilla_teydea.COX3 810 1019 474 721 264 202 20 71
Fundulus_heteroclitus.ATP6 1118 971 496 1501 321 130 20 290
Fundulus_heteroclitus.ATP8 225 179 59 185 36 24 3 28
Fundulus_heteroclitus.COX1 1999 1639 1281 2776 470 224 79 551
Fundulus_heteroclitus.COX2 797 597 417 949 111 79 24 191
Fundulus_heteroclitus.COX3 1440 1443 873 1725 355 253 54 276
Fundulus_heteroclitus.CytB 1982 2144 1204 2629 500 449 82 412
Fundulus_heteroclitus.ND1 1708 1627 974 2495 351 309 69 463
Fundulus_heteroclitus.ND2 9715 9823 4463 11630 1817 2130 513 1876
Fundulus_heteroclitus.ND3 294 326 197 407 98 74 9 51
Fundulus_heteroclitus.ND4 2649 2245 1348 3418 525 346 100 607
Fundulus_heteroclitus.ND4L 342 398 239 491 89 67 10 88
Fundulus_notatus.CytB 28737 32064 18030 39417 5883 7718 1237 5437
Fundulus_olivaceus.CytB 34976 40559 22095 47906 6980 9923 1588 6814
Furcifer_oustaleti.ND2 1393 877 350 920 363 110 16 84
Gadus_chalcogrammus.ATP6 1605 1681 772 2071 443 302 37 390
Gadus_chalcogrammus.COX1 3536 3457 2450 4489 908 636 207 778
Gadus_chalcogrammus.COX3 1765 1917 1207 2158 494 351 39 349
Gadus_chalcogrammus.CytB 3366 3533 2116 4664 811 685 125 838
Gadus_chalcogrammus.ND1 2345 2649 1582 3144 634 583 160 571
Gadus_chalcogrammus.ND2 2748 2762 1392 3028 654 508 110 553
Gadus_chalcogrammus.ND3 409 468 274 541 124 85 13 84
Gadus_chalcogrammus.ND4 3091 3147 1832 3864 641 591 187 823
Gadus_macrocephalus.CytB 1968 2097 1238 2677 463 426 90 456
Gadus_morhua.ATP6 4425 4565 2175 5946 1207 704 70 1237
Gadus_morhua.COX1 5906 5700 4145 7468 1543 990 376 1290
Gadus_morhua.COX2 1632 1369 872 1647 362 225 22 239
Gadus_morhua.COX3 1949 2075 1340 2466 489 384 60 408
Gadus_morhua.CytB 8506 9053 5289 11352 2123 1916 332 1808
Gadus_morhua.ND1 6012 6894 4234 8129 1687 1508 446 1453
Gadus_morhua.ND2 7560 7309 3672 8270 1649 1199 376 1585
Gadus_morhua.ND3 448 546 342 638 118 99 28 105
Gadus_morhua.ND4 9304 9125 5487 11886 2020 1351 541 2836
Galago_senegalensis.CytB 2303 2503 996 2136 647 476 62 178
Galaxias_gollumoides.CytB 1208 1631 1066 1793 268 356 113 304
Galaxias_maculatus.CytB 883 1294 915 1432 170 241 149 273
Galaxias_truttaceus.CytB 6434 11074 7110 10536 882 2777 1159 1692
Galaxiella_nigrostriata.CytB 2393 2067 1433 3155 660 312 124 430
Galea_musteloides.CytB 11678 9734 4617 10929 3482 1391 165 909
Galemys_pyrenaicus.CytB 12393 10162 5432 11808 4049 1273 366 923
Galeocerdo_cuvier.CytB 1096 1056 482 1362 271 168 16 191
Galeocerdo_cuvier.ND2 1636 1493 472 1598 396 282 14 267
Gallinula_chloropus.ATP8 289 261 41 204 55 37 6 23
Gallotia_galloti.CytB 6687 7130 2756 6107 1955 1314 241 387
Gallus_gallus.ATP6 3227 4321 1130 2422 1034 1077 107 204
Gallus_gallus.ATP8 159 172 19 139 28 20 4 29
Gallus_gallus.COX1 14303 16411 8358 13424 4233 3635 382 1403
Gallus_gallus.COX3 5617 6805 3171 4531 1846 1241 156 340
Gallus_gallus.CytB 16287 21808 7317 14370 4769 5072 317 1022
Gallus_gallus.ND1 3956 5084 1850 3690 1189 1227 163 273
Gallus_gallus.ND2 5960 6354 1585 4113 1555 1464 82 231
Gallus_gallus.ND3 303 379 168 290 85 69 12 44
Gallus_gallus.ND4 17337 20957 5880 13634 4671 4790 256 1339
Gallus_gallus.ND4L 892 1125 407 809 359 143 1 108
Gambelia_sila.ND2 9315 8226 2440 5915 2461 1707 55 515
Gambelia_wislizenii.ND2 15252 12445 4423 9566 3760 2547 226 735
Gambusia_affinis.ND2 2057 2619 933 2191 421 634 86 385
Gambusia_holbrooki.ND2 1516 2022 735 1558 318 501 63 262
Garra_gotyla.CytB 1765 1512 749 1644 610 222 26 123
Garra_imberba.CytB 2351 2127 1167 2335 787 312 97 222
Garra_orientalis.CytB 12536 11617 5703 12324 4089 2054 276 866
Garrulax_affinis.ND2 1268 1535 424 925 327 353 30 95
Garrulax_canorus.ATP6 11450 15574 4150 9686 4123 3536 257 1024
Garrulax_canorus.ATP8 232 273 88 247 57 33 14 39
Garrulax_canorus.CytB 35339 45489 17181 30847 11244 9169 792 2501
Garrulax_canorus.ND2 25144 31874 11109 19257 6266 6885 1739 2267
Garrulax_chinensis.CytB 14164 17575 6921 12640 4428 3471 368 1229
Garrulax_chinensis.ND2 11928 13563 4050 8535 3236 2875 286 983
Garrulax_poecilorhynchus.CytB 1250 1518 577 1147 398 315 13 101
Garrulus_glandarius.CytB 1257 1426 581 1200 429 244 28 131
Garrulus_glandarius.ND2 2891 3311 969 2394 764 737 72 341
Gazella_arabica.CytB 2088 1948 897 1740 740 275 46 108
Gazella_dorcas.COX3 851 926 437 918 207 202 5 118
Gazella_dorcas.CytB 10336 9390 4423 8961 3677 1341 222 558
Gazella_gazella.COX3 1048 1177 567 1123 245 256 28 133
Gazella_gazella.CytB 6575 6077 2850 5511 2378 861 135 303
Gazella_leptoceros.CytB 1418 1257 576 1213 505 161 20 96
Gazella_subgutturosa.CytB 12657 11597 5204 10501 4392 1609 191 657
Gekko_chinensis.ND2 1294 949 361 922 345 144 14 94
Gekko_gecko.CytB 4140 4169 1647 3616 1092 806 183 293
Gekko_gecko.ND2 5607 5154 1975 4188 1501 1041 136 403
Gekko_swinhonis.CytB 12640 11633 5607 12078 3648 1709 515 1237
Gekko_vittatus.ND2 2709 1817 802 2087 567 304 61 275
Genetta_genetta.CytB 3615 3682 1613 3546 1033 683 61 337
Genetta_maculata.CytB 7134 7254 3285 7268 2031 1372 158 676
Genetta_pardina.CytB 1965 2014 877 1945 566 384 31 171
Genetta_servalina.CytB 1316 1340 589 1302 374 258 20 119
Geocalamus_acutus.ND2 774 722 330 538 211 151 46 60
Geothlypis_trichas.ND2 2170 2552 704 1713 536 580 66 220
Geotrygon_montana.ATP6 1427 1685 505 1149 509 307 52 112
Gerbilliscus_leucogaster.CytB 7234 5832 2992 7882 2028 749 164 850
Gerbillus_gerbillus.CytB 6446 5890 2551 6709 1921 919 59 643
Gerbillus_henleyi.CytB 7351 6990 3017 7096 2163 1042 88 635
Gerbillus_nancillus.CytB 11567 10791 4718 12303 3168 1705 153 1153
Gerbillus_nanus.CytB 5059 4597 2083 4951 1530 618 100 463
Gerbillus_pyramidum.CytB 4053 3845 1568 3883 1257 628 16 292
Gerbillus_tarabuli.CytB 9577 8793 3782 9348 2962 1241 171 773
Gerrhonotus_infernalis.COX3 2993 2685 1507 2685 960 360 96 349
Gerygone_igata.ND2 1128 1343 464 905 299 314 44 119
Gila_conspersa.CytB 6572 6809 4058 7304 1835 1240 616 709
Gila_nigrescens.CytB 3306 3440 2051 3677 880 607 332 384
Gila_robusta.CytB 1879 1842 1073 2044 550 316 120 221
Giraffa_camelopardalis.CytB 10943 10340 4684 9279 3417 1675 322 506
