HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common.name	Female.maturity..days.	Male.maturity..days.	Gestation.Incubation..days.	Weaning..days.	Litter.Clutch.size	Litters.Clutches.per.year	Inter.litter.Interbirth.interval	Birth.weight..g.	Weaning.weight..g.	Adult.weight..g.	Growth.rate..1.days.	Maximum.longevity..yrs.	Source	Specimen.origin	Sample.size	Data.quality	IMR..per.yr.	MRDT..yrs.	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	References
2209	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Eudontomyzon	Eudontomyzon_mariae	Ukrainian brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2210	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	Ichthyomyzon_castaneus	Chestnut lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2211	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	Ichthyomyzon_greeleyi	Mountain brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	440	unknown	medium	acceptable	NA	NA	NA	NA	NA	440
2212	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	Ichthyomyzon_unicuspis	Silver lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2213	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	Lampetra_aepyptera	Least brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2214	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	Lampetra_fluviatilis	Lamprey	2250	2250	NA	NA	NA	NA	NA	NA	NA	82.5	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2215	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	Lampetra_planeri	European brook lamprey	1916	1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2216	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron_appendix	American brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2217	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron_camtschaticum	Arctic lamprey	1642	1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2218	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron_kessleri	Siberian brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2219	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron_reissneri	Far eastern brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2220	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron_zanandreai	Po brook lamprey	1916	1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2221	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon_marinus	Sea lamprey	3193	3193	NA	NA	NA	NA	NA	NA	NA	1375	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454520
2223	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_acronotus	Blacknose shark	1369	1003	NA	NA	3.9	NA	730	NA	NA	10395	NA	19	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2224	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_amblyrhynchos	Grey reef shark	2190	NA	NA	NA	4.1	NA	730	NA	NA	18535	NA	25	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2225	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_brachyurus	Copper shark	7610	5840	NA	NA	16.6	NA	730	NA	NA	167530	NA	34.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2226	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_brevipinna	Spinner shark	3285	NA	NA	NA	8.5	NA	730	NA	NA	49335	NA	19	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2227	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_cautus	Nervous shark	2190	NA	NA	NA	4.2	NA	730	NA	NA	NA	NA	16.4	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2228	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_falciformis	Silky shark	2920	2646	NA	NA	6.5	NA	730	NA	NA	190300	NA	23	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2229	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_galapagensis	Galapagos shark	2829	2555	NA	NA	8.7	NA	730	NA	NA	47025	NA	24	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2230	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_isodon	Finetooth shark	1570	1423	NA	NA	4	NA	730	NA	NA	NA	NA	8	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2231	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_leucas	Bull shark	6570	6296	NA	NA	9.8	NA	730	NA	NA	174075	NA	32	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2232	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_limbatus	Blacktip shark	2555	NA	NA	NA	4.6	NA	730	NA	NA	67540	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2233	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_longimanus	Oceanic whitetip shark	1825	NA	NA	NA	6.1	NA	730	NA	NA	92070	NA	22	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2234	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_obscurus	Dusky shark	7482	7391	NA	NA	10	NA	1095	NA	NA	190575	NA	35	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2235	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_plumbeus	Sandbar shark	5110	5231	NA	NA	7.9	NA	730	NA	NA	65e3	NA	32	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	454523822
2236	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_porosus	Smalltail shark	2190	2190	NA	NA	4.5	NA	365	NA	NA	NA	NA	24	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2237	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_signatus	Night shark	3650	NA	NA	NA	11.1	NA	730	NA	NA	42185	NA	31.7	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2238	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_sorrah	Spot-tail shark	912	NA	NA	NA	3.1	NA	365	NA	NA	15400	NA	8	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2239	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus_tilstoni	Australian blacktip shark	1277	1277	NA	NA	3	NA	365	NA	NA	28600	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2240	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Galeocerdo	Galeocerdo_cuvier	Tiger shark	2555	1825	NA	NA	31.5	NA	730	NA	NA	444070	NA	50	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2241	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Negaprion	Negaprion_brevirostris	Lemon shark	4636	NA	NA	NA	7.4	NA	730	NA	NA	101035	NA	20	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2242	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Prionace	Prionace_glauca	Blue shark	2190	NA	NA	NA	30	NA	365	NA	NA	113245	NA	20	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2243	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon_acutus	Milk shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	2750	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2244	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon_taylori	Australian sharpnose shark	365	NA	NA	NA	4.5	NA	365	NA	NA	NA	NA	7	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2245	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon_terraenovae	Atlantic sharpnose shark	948	803	NA	NA	4.4	NA	365	NA	NA	3987.5	NA	10.2	822	wild	medium	acceptable	NA	NA	NA	NA	NA	22454822
2246	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Scoliodon	Scoliodon_laticaudus	Spadenose shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2247	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Triaenodon	Triaenodon_obesus	Whitetip reef shark	2920	NA	NA	NA	NA	NA	NA	NA	NA	10065	NA	25	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
2248	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus_canicula	Small-spotted catshark	2791	1642	NA	NA	45.5	NA	365	NA	NA	726	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2249	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus_stellaris	Nursehound	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
2250	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Sphyrnidae	Sphyrna	Sphyrna_lewini	Scalloped hammerhead	1460	1387	NA	NA	20.1	NA	365	NA	NA	83820	NA	35	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2251	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Sphyrnidae	Sphyrna	Sphyrna_tiburo	Bonnethead shark	1058	857	NA	NA	10	NA	365	NA	NA	5940	NA	6.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2252	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Furgaleus	Furgaleus_macki	Whiskery skark	2372	1642	NA	NA	19	NA	730	NA	NA	7095	NA	11.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2253	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Galeorhinus	Galeorhinus_galeus	Tope shark	4615	NA	NA	NA	24.9	NA	1095	NA	NA	24585	NA	55	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2254	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Hemitriakis	Hemitriakis_japanica	Japanese topeshark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
2255	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus_antarcticus	Gummy shark	2336	1715	NA	NA	16	NA	365	NA	NA	16940	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2256	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus_californicus	Gray smoothhound	766	584	NA	NA	9.5	NA	365	NA	NA	NA	NA	9	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2257	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus_canis	Dusky smooth-hound	1606	748	NA	NA	9.5	NA	365	NA	NA	6710	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2258	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus_griseus	Spotless smooth-hound	2062	2190	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2259	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus_henlei	Brown smoothhound	2062	1131	NA	NA	4.5	NA	365	NA	NA	NA	NA	13	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2260	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus_lenticulatus	Spotted estuary smooth-hound	1460	1435	NA	NA	10.7	NA	365	NA	NA	NA	NA	19.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2261	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus_manazo	Starspotted smooth-hound	1085	772	NA	NA	7.5	NA	365	NA	NA	3146	NA	10	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2262	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus_mustelus	Smooth-hound	4927	2737	NA	NA	11.5	NA	365	NA	NA	NA	NA	24	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2263	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Triakis	Triakis_semifasciata	Leopard shark	4745	2555	NA	NA	15	NA	365	NA	NA	10110	NA	30	822	wild	medium	acceptable	NA	NA	NA	NA	NA	22454822
2264	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus_capensis	Cape elephantfish	1533	1204	NA	NA	22	NA	365	NA	NA	2887.5	NA	12	822	unknown	medium	acceptable	NA	NA	NA	NA	NA	454822
2265	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus_milii	Elephant fish	1642	1095	NA	NA	13	NA	365	NA	NA	NA	NA	6	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2266	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Chimaera	Chimaera_monstrosa	Rabbitfish	4181	NA	NA	NA	22	NA	365	NA	NA	1375	NA	29.4	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2267	Animalia	Chordata	Chondrichthyes	Heterodontiformes	Heterodontidae	Heterodontus	Heterodontus_francisci	Horn shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
2268	Animalia	Chordata	Chondrichthyes	Heterodontiformes	Heterodontidae	Heterodontus	Heterodontus_galeatus	Crested bullhead shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
2269	Animalia	Chordata	Chondrichthyes	Hexanchiformes	Notorynchidae	Notorynchus	Notorynchus_cepedianus	Broadnose sevengill shark	NA	5840	NA	NA	88.5	NA	730	NA	NA	58850	NA	49	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2270	Animalia	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	Alopias_pelagicus	Pelagic thresher shark	3139	2737	NA	NA	2	NA	365	NA	NA	NA	NA	29	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2271	Animalia	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	Alopias_superciliosus	Bigeye thresher	4690	3650	NA	NA	2	NA	365	NA	NA	200090	NA	21	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2272	Animalia	Chordata	Chondrichthyes	Lamniformes	Cetorhinidae	Cetorhinus	Cetorhinus_maximus	Basking shark	4197	2920	NA	NA	NA	NA	NA	NA	NA	22e5	NA	32	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
2273	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Carcharodon	Carcharodon_carcharias	Great white shark	NA	3285	NA	NA	6	NA	730	NA	NA	187e4	NA	50	822	wild	medium	acceptable	NA	NA	NA	NA	NA	22454822
2274	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Isurus	Isurus_oxyrinchus	Shortfin mako	5475	NA	NA	NA	12.5	NA	1095	NA	NA	278190	NA	25	822	wild	medium	acceptable	NA	NA	NA	NA	NA	22454822
2275	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Lamna	Lamna_ditropis	Salmon shark	2738	NA	NA	NA	4.5	NA	365	NA	NA	96250	NA	20	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2276	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Lamna	Lamna_nasus	Porbeagle	4745	NA	NA	NA	4	NA	365	NA	NA	126500	NA	30	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2277	Animalia	Chordata	Chondrichthyes	Lamniformes	Odontaspididae	Carcharias	Carcharias_taurus	Sand tiger shark	2500	1642	NA	NA	2	NA	730	NA	NA	87340	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2278	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis_americana	Southern stingray	2008	NA	NA	NA	4.2	NA	365	NA	NA	74580	NA	18	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2279	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis_chrysonota	Blue stingray	2555	NA	NA	NA	6.2	NA	365	NA	NA	NA	NA	10	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2280	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis_dipterura	Diamond stingray	3468	NA	NA	NA	2	NA	365	NA	NA	NA	NA	28	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2281	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis_pastinaca	Common stingray	1350	NA	NA	NA	6.2	NA	365	NA	NA	NA	NA	21	520	captivity	medium	acceptable	NA	NA	NA	NA	NA	520822
2282	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Pteroplatytrygon	Pteroplatytrygon_violacea	Pelagic stingray	1095	NA	NA	NA	4.5	NA	365	NA	NA	NA	NA	24	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2283	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Mobulidae	Manta	Manta_birostris	Giant manta	2190	NA	NA	NA	NA	NA	NA	NA	NA	165e4	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2284	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Aetobatus	Aetobatus_flagellum	Longheaded eagle ray	2190	NA	NA	NA	3.5	NA	365	NA	NA	7645	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2285	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis_californica	Bat ray	1825	1095	NA	NA	3.8	NA	365	NA	NA	45155	NA	24	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2286	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Rhinopteridae	Rhinoptera	Rhinoptera_bonasus	Cownose ray	2190	NA	NA	NA	1.1	NA	365	NA	NA	NA	NA	15.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2287	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Urolophidae	Trygonoptera	Trygonoptera_mucosa	Western shovelnose stingaree	1825	NA	NA	NA	1.1	NA	365	NA	NA	NA	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2288	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Urolophidae	Trygonoptera	Trygonoptera_personata	Masked stingaree	1460	NA	NA	NA	1.2	NA	365	NA	NA	NA	NA	14	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2289	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Urolophidae	Urolophus	Urolophus_lobatus	Lobed stingaree	1095	NA	NA	NA	1.3	NA	365	NA	NA	NA	NA	14	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2290	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Urolophidae	Urolophus	Urolophus_paucimaculatus	Sparsely-spotted stingaree	1460	NA	NA	NA	2.5	NA	365	NA	NA	NA	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2291	Animalia	Chordata	Chondrichthyes	Orectolobiformes	Ginglymostomatidae	Ginglymostoma	Ginglymostoma_cirratum	Nurse shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	60280	NA	25	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
2292	Animalia	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium_plagiosum	Whitespotted bambooshark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
2293	Animalia	Chordata	Chondrichthyes	Orectolobiformes	Rhincodontidae	Rhincodon	Rhincodon_typus	Whale shark	6935	6935	NA	NA	300	NA	730	NA	NA	187e5	NA	54	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454782822
2294	Animalia	Chordata	Chondrichthyes	Pristiformes	Pristidae	Pristis	Pristis_perotteti	Largetooth sawfish	3650	NA	NA	NA	7.3	NA	730	NA	NA	325050	NA	30	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2295	Animalia	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Bathyraja	Bathyraja_albomaculata	White-dotted skate	3650	NA	NA	NA	57	NA	365	NA	NA	NA	NA	17	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2296	Animalia	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Bathyraja	Bathyraja_parmifera	Alaska skate	3650	2920	NA	NA	NA	NA	365	NA	NA	10010	NA	17	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2297	Animalia	Chordata	Chondrichthyes	Rajiformes	Arhynchobatidae	Bathyraja	Bathyraja_trachura	Roughtail skate	5303	NA	NA	NA	NA	NA	365	NA	NA	NA	NA	17	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2298	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Amblyraja	Amblyraja_radiata	Thorny skate	4015	1460	NA	NA	31	NA	365	NA	NA	2337.5	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2299	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus_batis	Common skate	4015	4015	NA	NA	40	NA	365	NA	NA	53405	NA	50	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2300	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus_chilensis	Beaked skate	5110	NA	NA	NA	48.2	NA	365	NA	NA	NA	NA	22.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2301	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus_innominatus	New Zealand smooth skate	4745	2920	NA	NA	38	NA	365	NA	NA	NA	NA	24	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2302	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus_nasutus	New Zealand rough skate	2080	1460	NA	NA	32	NA	365	NA	NA	NA	NA	9	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2303	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus_pullopunctatus	Slime skate	4562	NA	NA	NA	50	NA	365	NA	NA	NA	NA	18	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2304	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Dipturus	Dipturus_trachyderma	Roughskin skate	6205	NA	NA	NA	40	NA	365	NA	NA	NA	NA	26	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2305	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja_erinacea	Little skate	1460	1551	NA	NA	30	NA	365	NA	NA	NA	NA	8	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2306	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja_naevus	Cuckoo ray	3285	3102	NA	NA	90	NA	365	NA	NA	NA	NA	14	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2307	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja_ocellata	Winter skate	4198	NA	NA	NA	35	NA	365	NA	NA	NA	NA	21	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2308	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Malacoraja	Malacoraja_senta	Smooth skate	2092	NA	NA	NA	NA	NA	365	NA	NA	NA	NA	14	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2309	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja_asterias	Starry skate	1349	NA	NA	NA	73	NA	365	NA	NA	NA	NA	6.3	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
2310	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja_binoculata	Big skate	2920	NA	NA	NA	1260	NA	365	NA	NA	50050	NA	26	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2311	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja_brachyura	Blonde ray	2009	NA	NA	NA	90	NA	365	NA	NA	7865	NA	8	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
2312	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja_clavata	Thornback ray	3650	3650	NA	NA	142	NA	365	NA	NA	9900	NA	12	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454822
2313	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja_microocellata	Painted ray	1825	NA	NA	NA	57.5	NA	365	NA	NA	2475	NA	9	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
